Title	channel_title	published_at	category_id	view_count	like_count	comment_count	favorite_count	duration	definition	caption	engagement_rate	likes_to_views_ratio	comments_to_views_ratio	duration_seconds	video_age_days
Ai Is Only Dangerous For Ai	Facts' Mine	2025-02-03 03:31:00+00:00	24	9734984	721500	981	0	PT40S	hd	FALSE	0.074214906	0.074114136	0.000100771	40	288
The cow warreped in millions of zombies ðŸ˜­ saved by farmers ,#ai #trending #farmer #humanity	Catfuntv	2025-03-22 13:04:38+00:00	22	8452616	93117	867	0	PT23S	hd	FALSE	0.011118923	0.011016352	0.000102572	23	240
The cow covered in millions of octopus ðŸ˜­ rescue team saved her , #ai #trending #rescue #cow	Catfuntv	2025-03-16 13:00:39+00:00	22	7781977	96347	292	0	PT23S	hd	FALSE	0.012418308	0.012380785	3.75E-05	23	246
What if our Hands had Artificial Intelligence (AI)? + more videos | #aumsum #kids #children #whatif	AumSum's Science	2024-05-06 12:00:53+00:00	27	6679303	5906	0	0	PT30M39S	hd	FALSE	0.000884224	0.000884224	0	1839	560
Real life Vs AI. Part 11	Jiemba Sands	2025-07-31 13:45:00+00:00	23	12370553	295909	841	0	PT17S	hd	FALSE	0.023988416	0.023920432	6.80E-05	17	109
Elon Musk on A.i | Sophia the humanoid Robot ðŸ¤–	Inspiring Codes	2023-04-30 20:07:12+00:00	27	6970615	0	4509	0	PT19S	hd	FALSE	0.000646858	0	0.000646858	19	932
How AI is Changing the World!	Dhruv Rathee Shorts	2023-07-22 12:33:53+00:00	22	6188894	409833	2364	0	PT1M	hd	FALSE	0.066602681	0.066220707	0.000381974	60	849
Silicon Valley Secrets: Inside the AI Robotics Lab â€“ Ep.2 #AIrobot #SiliconValley	AI Robot Lab	2025-09-20 06:36:04+00:00	24	12034736	69990	1439	0	PT20S	hd	FALSE	0.005935236	0.005815665	0.000119571	20	59
FINALLY! India Begins 'COMPULSORY' AI Education in Schools! #shorts	FactTechz	2025-10-18 00:30:02+00:00	27	8551072	437735	3378	0	PT59S	hd	FALSE	0.05158569	0.051190652	0.000395038	59	31
CHAT GPT à¤”à¤° Artificial Intelligence | à¤•à¥ˆà¤¸à¥‡ GPT USE à¤•à¤°à¥‡à¤‚ | ROBOTS V/S HUMANS | JOBS RISK | Alakh GK	Alakh GK	2023-06-21 16:22:23+00:00	22	4747144	139768	3163	0	PT29M49S	hd	FALSE	0.030108834	0.029442539	0.000666295	1789	880
Artificial Intelligence Out of Control: The Apocalypse is Here | How AI and ChatGPT End Humanity	The Why Files	2023-07-07 01:00:11+00:00	28	4700822	189600	19686	0	PT43M48S	hd	FALSE	0.04452114	0.040333363	0.004187777	2628	865
Squid Game AI Edible Slime ASMR #squidgame #squidgame2 #ai #asmr	A.I.C	2025-05-24 04:05:04+00:00	22	13101317	48193	305	0	PT8S	hd	FALSE	0.003701765	0.003678485	2.33E-05	8	178
INDIA is Literally CRAZY in AI USAGE - World's BIGGEST AI Company CEO Says #shorts	FactTechz	2025-04-09 23:29:00+00:00	27	6713010	430693	3362	0	PT55S	hd	FALSE	0.064658765	0.064157946	0.000500818	55	222
How China Is Using Artificial Intelligence in Classrooms | WSJ	The Wall Street Journal	2019-10-01 17:20:56+00:00	25	4289580	82564	12746	0	PT5M44S	hd	TRUE	0.022218953	0.019247568	0.002971386	344	2239
I Expanded Memes Using Artificial Intelligence...	KingSammelot	2023-11-18 16:00:22+00:00	20	4237409	69330	9228	0	PT21M23S	hd	FALSE	0.018539155	0.016361409	0.002177745	1283	730
Sam Altman Shows Me GPT 5... And What's Next	Cleo Abram	2025-08-08 00:09:36+00:00	25	4190019	92871	9063	0	PT1H5M7S	hd	TRUE	0.024327808	0.022164811	0.002162997	3907	102
Ex-OpenAI Scientist WARNS: "You Have No Idea What's Coming"	AI Upload	2025-07-16 21:51:04+00:00	28	4148571	51823	16786	0	PT18M14S	hd	FALSE	0.01653798	0.012491768	0.004046212	1094	124
Godfather of AI WARNS: "You Have No Idea What's Coming"	The Diary Of A CEO Clips	2025-09-27 18:00:03+00:00	22	4073415	60814	11599	0	PT20M57S	hd	FALSE	0.017776971	0.014929484	0.002847487	1257	51
The Future of Artificial Intelligence By Sandeep Maheshwari | Will ChatGPT Take Your Job?	Sandeep Maheshwari	2023-05-11 06:38:09+00:00	22	4061251	136338	6150	0	PT15M15S	hd	FALSE	0.035084747	0.033570436	0.001514311	915	922
"Godfather of AI" Geoffrey Hinton: The 60 Minutes Interview	60 Minutes	2023-10-09 12:03:13+00:00	25	3878052	52101	3935	0	PT13M12S	hd	FALSE	0.014449519	0.013434834	0.001014684	792	770
AI 2025 vs AI 2023	Meme Zee	2025-03-19 11:23:29+00:00	22	6662779	237323	3099	0	PT8S	hd	FALSE	0.036084337	0.035619216	0.000465121	8	243
Nobel Prize Winner Says â€˜AI is The MOST DANGEROUS Invention Everâ€™ Sir Geoffrey Hinton #shorts	FactTechz	2025-07-13 00:30:20+00:00	27	5865843	373669	2179	0	PT1M41S	hd	FALSE	0.064073985	0.063702512	0.000371473	101	128
AI 2027: A Realistic Scenario of AI Takeover	Species | Documenting AGI	2025-05-28 20:53:33+00:00	27	3834848	114674	18198	0	PT37M45S	hd	TRUE	0.034648561	0.029903133	0.004745428	2265	173
THE REAL SPAGHETTI Oâ€™S â€‹@cookingwithkian	itsQCP	2024-02-06 20:09:34+00:00	24	272007073	6419768	18878	0	PT44S	hd	FALSE	0.023670877	0.023601474	6.94E-05	44	650
1000 SAMOSA RECIPE BY MY GRANNY | STREET FOOD | INDIAN RECIPES | PERFECT SAMOSA | POTATO RECIPES	Veg Village Food	2020-06-19 12:30:05+00:00	26	149137658	935451	30939	0	PT10M3S	hd	FALSE	0.006479852	0.0062724	0.000207453	603	1977
Hari mirche jyada daal di.ðŸ¤£ #cooking #food #recipe #vlog #vlogging #dailyvlog #lifestyle #shorts	Loveneet Valecha	2025-07-29 07:51:35+00:00	22	277083247	1896030	2452	0	PT23S	hd	FALSE	0.006851666	0.006842817	8.85E-06	23	112
Java Plum Jaam #Shorts	Side Dish Recipes	2024-06-04 12:30:13+00:00	26	146231267	3144888	3503	0	PT59S	hd	FALSE	0.021530217	0.021506262	2.40E-05	59	531
Black Forest Cake #shorts	Great Indian Asmr	2023-12-20 12:14:05+00:00	22	139348543	5235613	10157	0	PT59S	hd	FALSE	0.037644957	0.037572068	7.29E-05	59	698
Dhaba Style Egg Curry ASMR Cooking | #shorts #food #cooking #recipe #eggcurry #egg #nonveg #viral	Indian ASMR World	2023-04-25 07:30:05+00:00	22	114431962	3418128	4068	0	PT52S	hd	FALSE	0.029905945	0.029870396	3.55E-05	52	938
Special Cheesy Bread Omlet Recipe ðŸ˜ | indian street food | street food india | egg recipes	Yummy Food	2021-05-16 20:30:42+00:00	22	111782894	0	7859	0	PT1M	hd	FALSE	7.03E-05	0	7.03E-05	60	1646
Anda Tawa Fry ASMR Cooking || #food #cooking #shorts #indianasmrworld #nonveg #egg	Indian ASMR World	2023-12-12 07:27:00+00:00	22	93090333	3210440	3796	0	PT53S	hd	FALSE	0.034528139	0.034487361	4.08E-05	53	707
This idea was a special by you guys! So hereâ€™s Noodles without Noodles ðŸ˜‰â¤ï¸	Cookd	2024-06-25 13:33:11+00:00	26	97124017	2702674	7292	0	PT49S	hd	FALSE	0.02790212	0.027827041	7.51E-05	49	510
10 MILLION TINY FISHES | Ayira Meen | Rare River Fish Cleaning and Cooking In Village | Fish Recipes	Village Cooking Channel	2022-03-26 14:34:19+00:00	26	76409272	784052	11524	0	PT8M54S	hd	FALSE	0.010412035	0.010261215	0.000150819	534	1332
Sheer Khurma Recipe | Special Eid Recipe | Sweet Dish | Cooking CH	Cooking CH	2024-04-08 02:49:15+00:00	26	74141865	2013487	5470	0	PT58S	hd	FALSE	0.027230998	0.02715722	7.38E-05	58	589
Cooking A Whole Huge Ostrich! The Recipe Of The Dish That Everyone Was Waiting For	WILDERNESS COOKING	2023-10-01 13:00:33+00:00	26	68811595	484053	23873	0	PT25M12S	hd	FALSE	0.007381401	0.007034468	0.000346933	1512	778
Ye kyaa huaa ðŸ˜© #food #cookingrecipes #shorts #youtubeshorts	Secret of yum	2023-12-17 11:15:25+00:00	22	68952679	2269403	2311	0	PT1M	hd	FALSE	0.032945986	0.03291247	3.35E-05	60	701
Pistachio with Pomegranate flaver recipeðŸ¥œðŸ”¥#fruits #cooking #recipes #shorts	Ashkan Sadeghi	2024-11-12 15:28:40+00:00	26	68823812	1475705	2241	0	PT1M1S	hd	FALSE	0.021474341	0.021441779	3.26E-05	61	370
FULL CHICKEN BIRYANI | Whole Chicken Biryani Cooking & Eating in Village | Arabian Biryani Recipe	Village Cooking Channel	2024-09-24 14:00:12+00:00	26	59910020	604286	7851	0	PT8M45S	hd	FALSE	0.010217606	0.01008656	0.000131047	525	419
This BINGHULU recipe is surprisingly delightful!	Little Remy Food ðŸ­ðŸ	2024-08-24 20:17:57+00:00	24	66731938	2197367	4455	0	PT20S	hd	FALSE	0.032995025	0.032928265	6.68E-05	20	450
Kitkat ShakeðŸ«ðŸ¥¤ #recipe #cooking #streetfood #eveningsnacks #foodie #indianfood #food #shorts	Loveneet Valecha	2025-05-14 07:30:08+00:00	22	122654238	1077520	2355	0	PT20S	hd	FALSE	0.008804221	0.00878502	1.92E-05	20	188
Is Minecraft food any good #cooking #food #foodasmr #recipe	Louis Gantus	2024-03-02 19:58:27+00:00	22	59157893	0	10323	0	PT52S	hd	FALSE	0.000174499	0	0.000174499	52	625
Unique Chikkar Chole RecipeðŸ˜ #shorts #chole #trending	Foodies Food Court	2025-03-21 06:15:02+00:00	22	74392599	1554399	2311	0	PT43S	hd	FALSE	0.020925603	0.020894538	3.11E-05	43	242
Perfect Cake Slices Made Easy	5-Minute Crafts HOUSE	2025-08-03 12:45:11+00:00	26	113393655	739579	537	0	PT19S	hd	FALSE	0.006526961	0.006522226	4.74E-06	19	106
Paneer Shawarma Burger MakingðŸ¥µðŸ”¥|| Indian Street Food	bhukkad dilli ke	2024-12-05 06:30:10+00:00	22	58780648	1347777	2782	0	PT45S	hd	FALSE	0.022976252	0.022928923	4.73E-05	45	348
Delicious Street Food Recipes - Satisfying Food Ideas #Shorts	Cooking Little	2022-04-15 13:03:51+00:00	22	50321955	1000759	2106	0	PT34S	hd	FALSE	0.019928975	0.019887124	4.19E-05	34	1312
How to cook salmon fish recipe #shortvideo #shorts #cooking #food #recipe	The Everyday Recipe	2024-11-25 16:27:24+00:00	22	50280390	1452828	11120	0	PT59S	hd	FALSE	0.029115684	0.028894525	0.00022116	59	357
Sirf 5 MIN mai ðŸ¤© Itna Tasty ðŸ’œ Recipe #dinner #dinnerrecipe #lunch #lunchrecipe #dinnerideas #recipe	Chef Prateek's Kitchen	2024-09-04 12:35:34+00:00	26	50170445	1816984	5124	0	PT59S	hd	FALSE	0.036318354	0.036216222	0.000102132	59	439
Best Of Food Recipe ðŸ¤— How To Make Delicious Miniature Cheetos Fried Chicken | By Tina Mini Cooking	Tina Mini Cooking	2024-01-06 13:00:15+00:00	24	44609921	684363	9252	0	PT1H5M50S	hd	FALSE	0.015548447	0.015341049	0.000207398	3950	681
Angara Chicken ASMR Cooking || #shorts #indianasmrworld #recipe #asmr #nonveg #chicken #streetfood	Indian ASMR World	2024-06-24 12:10:00+00:00	22	51749794	1877589	2245	0	PT54S	hd	FALSE	0.036325439	0.036282057	4.34E-05	54	511
Street Style Ragda Pani Puri ASMR Cooking || #shorts #food #cooking #asmr #recipe #indianasmrworld	Indian ASMR World	2025-05-18 08:26:00+00:00	22	91421560	1161963	1064	0	PT57S	hd	FALSE	0.012721583	0.012709945	1.16E-05	57	184
PRAWNS FRY | Crispy Shrimp Fry Recipe Cooking in Village | Tasty Fried Shrimp Seafood Recipe	Village Cooking Channel	2020-08-17 14:17:29+00:00	26	42249717	456338	8154	0	PT10M5S	hd	FALSE	0.010993967	0.010800972	0.000192995	605	1918
Pistachio with Savory and sour flaver recipe ðŸ‹ðŸ§‚#fruits #cooking #recipes  #shorts	Ashkan Sadeghi	2025-03-04 13:15:23+00:00	26	58894409	754186	1306	0	PT1M	hd	FALSE	0.012827907	0.012805731	2.22E-05	60	258
10 minutes Healthy dahi wala Sandwich #food #bharatzkitchen #recipe #cooking	Bharatzkitchen Shorts	2024-05-23 12:07:13+00:00	26	42223852	1545577	1950	0	PT55S	hd	FALSE	0.03665054	0.036604357	4.62E-05	55	543
Momos pizza recipe!!! #food #recipe #youtubeshorts #shortvideo #shorts	Secret of yum	2024-04-10 12:20:10+00:00	22	41790273	1445339	1313	0	PT59S	hd	FALSE	0.034616954	0.034585535	3.14E-05	59	586
Papad cone recipe !! #recipe #food #shorts #youtubeshorts	Secret of yum	2025-03-23 11:04:59+00:00	22	47159467	1321678	2418	0	PT59S	hd	FALSE	0.028076992	0.028025719	5.13E-05	59	239
Gym ke liye late ho gaya.ðŸ¥² #cooking #food #recipe #vlog #lifestyle #explorepage #dailyvlog #shorts	Loveneet Valecha	2025-10-25 07:47:20+00:00	22	78133831	745467	1417	0	PT31S	hd	FALSE	0.009559035	0.009540899	1.81E-05	31	24
Egg Paratha? #shorts#shortsviral #shortsvideo #recipe	RecipeSima	2025-06-27 13:10:50+00:00	26	75495701	1004992	848	0	PT35S	hd	FALSE	0.013323143	0.01331191	1.12E-05	35	143
COLORFUL SWEET | Coconut Laddu Recipe Cooking in Village | Farm Fresh Coconut Nariyal Ladoo Recipe	Village Cooking Channel	2025-02-08 14:02:26+00:00	26	37331561	181220	3085	0	PT10M41S	hd	FALSE	0.004936975	0.004854337	8.26E-05	641	282
Cheap vs expensive burrito #cooking #food #foodasmr #recipe	Louis Gantus	2024-02-27 20:00:25+00:00	22	38395471	0	6193	0	PT57S	hd	FALSE	0.000161295	0	0.000161295	57	629
Ayeein ðŸ˜‚ðŸ˜‚ye kaise hua???? #food #cookingrecipes #recipe #youtubeshorts #shortvideo	Secret of yum	2023-12-05 10:51:19+00:00	22	38266664	1427982	1886	0	PT59S	hd	FALSE	0.03736589	0.037316604	4.93E-05	59	713
The end of an era #cooking #food #foodasmr #recipe	Louis Gantus	2024-03-18 19:05:08+00:00	22	37636490	0	18559	0	PT46S	hd	FALSE	0.000493112	0	0.000493112	46	609
14 Amazing Potato Recipes!! Collections ! French Fries , Potato Chip , Potato Snack, Potato Sticks	Cooking Lee's	2022-12-12 12:30:30+00:00	26	34965480	314636	4713	0	PT51M25S	hd	TRUE	0.009133265	0.008998475	0.00013479	3085	1071
Korean style burger !! #food #recipe #shorts #youtubeshorts #short	Secret of yum	2025-05-30 11:52:15+00:00	22	54741925	1057816	1246	0	PT59S	hd	FALSE	0.019346451	0.01932369	2.28E-05	59	171
MUTTON DRY FRY | Varattu Kari | Chettinad Fried Mutton Recipe | Traditional Cooking in Village	Village Cooking Channel	2019-05-18 14:32:01+00:00	26	34362471	319634	5340	0	PT10M4S	hd	FALSE	0.009457236	0.009301834	0.000155402	604	2375
ðŸžðŸ’› Rasmalai Bread Recipe | Instant Indian Dessert ðŸ¤¯	The Flavor Queen	2025-09-02 12:24:01+00:00	26	74863185	915451	521	0	PT17S	hd	FALSE	0.012235279	0.01222832	6.96E-06	17	76
Momos ðŸ¥ŸðŸ˜ #recipe #cooking  #indianfood #eveningsnacks #streetfood #youtubeshorts	Loveneet Valecha	2025-03-02 06:40:51+00:00	22	55225868	857130	1928	0	PT29S	hd	FALSE	0.015555355	0.015520444	3.49E-05	29	261
Kadai paneer with garlic naan recipe!! #food #recipe #shorts #youtubeshorts #paneer	Secret of yum	2024-11-22 11:24:29+00:00	22	35651886	1061793	1453	0	PT55S	hd	FALSE	0.029822994	0.029782238	4.08E-05	55	360
Hyderabadi Khagina | Celebrity Recipes | Food Prescription #shorts #youtubeshorts	Food Prescription	2025-02-10 15:30:18+00:00	26	44417159	806282	2663	0	PT54S	hd	FALSE	0.018212443	0.018152489	6.00E-05	54	280
Mischen Sie einfach 3 Eier und Kartoffeln! Dieses Gericht wird jeden sofort beeindrucken!	Rezept hub	2025-03-05 14:19:26+00:00	22	30967363	280127	17167	0	PT15M44S	hd	TRUE	0.009600236	0.009045878	0.000554358	944	257
43 Easy 3-Ingredient Recipes	Tasty	2018-09-21 16:00:03+00:00	26	30760360	577082	15792	0	PT20M20S	hd	FALSE	0.019273961	0.018760573	0.000513388	1220	2614
POTATO CHICKEN | Aloo Chicken | One Pan Chicken and Potatoes Recipe Cooking in Underground Baking	Village Cooking Channel	2024-12-09 14:01:19+00:00	26	30442897	293744	4057	0	PT9M3S	hd	FALSE	0.009782282	0.009649016	0.000133266	543	343
1000 MYSORE PAK | Traditional Mysore Pak Recipe Cooking in Village | Quick & Easy Sweet Recipe	Village Cooking Channel	2023-02-28 14:45:54+00:00	26	29868466	326215	7045	0	PT8M14S	hd	FALSE	0.011157586	0.010921719	0.000235867	494	993
Kurkure ki unique recipe!!! #food #shorts #shortvideo #youtubeshorts	Secret of yum	2025-02-18 11:00:24+00:00	22	35155718	792346	1306	0	PT47S	hd	FALSE	0.022575331	0.022538182	3.71E-05	47	272
Sigma #bek_zufarr #workout #motivation #sigma #workoutmotivation	Ð—ÑƒÑ„Ð°Ñ€ Ð‘ÐµÐº	2024-01-28 12:03:32+00:00	17	328933013	10879340	8347	0	PT17S	hd	FALSE	0.033100013	0.033074637	2.54E-05	17	659
FAST Walking in 30 minutes | Fitness Videos	Walk at Home	2019-04-17 14:59:55+00:00	1	167318399	939090	26249	0	PT31M31S	hd	FALSE	0.005769473	0.005612593	0.000156881	1891	2406
LOSE BELLY FAT IN 7 DAYS Challenge | Lose Belly Fat In 1 Week At Home | Cult Fit | CureFit	wearecult	2020-12-04 02:30:10+00:00	24	102394267	2154915	46035	0	PT12M58S	hd	FALSE	0.021494856	0.02104527	0.000449586	778	1810
Exercise To Lose Weight FAST || Zumba Class	Zumba Class	2020-04-23 14:00:24+00:00	26	100753259	840567	14921	0	PT24M3S	hd	FALSE	0.008490921	0.008342827	0.000148094	1443	2034
Easy Exercise To Lose Belly Fat At Home For Beginners - 35 Mins Aerobic Workout | EMMA Fitness	EMMA Fitness	2020-10-21 15:00:13+00:00	26	84806548	1046266	14778	0	PT32M23S	hd	FALSE	0.012511345	0.01233709	0.000174255	1943	1853
Fat Burning Cardio Workout - 37 Minute Fitness Blender Cardio Workout at Home	FitnessBlender	2013-04-26 14:39:31+00:00	26	75500996	611008	1791	0	PT37M10S	hd	FALSE	0.008116436	0.008092714	2.37E-05	2230	4588
Wait for the end. Trust me ðŸ˜‚ðŸ˜‚ #fitness #workout #gym #workoutshorts #trainingshorts #worthit	Sara Saffari	2023-04-30 06:20:56+00:00	22	74365528	1784015	15019	0	PT17S	hd	FALSE	0.024191773	0.023989811	0.000201962	17	933
1.0 Mile Happy Walk | Walk at Home | Walking Workout | over 100M Views	Walk at Home	2015-12-11 20:48:16+00:00	22	73868904	451815	8421	0	PT15M31S	hd	FALSE	0.006230443	0.006116444	0.000113999	931	3629
8 Best Exercises To Shrink Stomach Fat Fast	Roberta's Gym	2018-11-06 09:57:52+00:00	17	66670003	771358	21057	0	PT10M36S	hd	FALSE	0.01188563	0.011569791	0.000315839	636	2569
20 MIN FULL BODY WORKOUT - Beginner Version // No Equipment I Pamela Reif	Pamela Reif	2019-09-01 10:12:36+00:00	17	63714019	791843	21113	0	PT21M55S	hd	FALSE	0.012759452	0.012428081	0.000331371	1315	2270
30 minute fat burning home workout for beginners. Achievable, low impact results.	Body Project	2019-03-24 20:07:35+00:00	1	57132127	669655	28284	0	PT29M12S	hd	FALSE	0.012216226	0.011721163	0.000495063	1752	2430
30-Minute HIIT Cardio Workout with Warm Up - No Equipment at Home | SELF	SELF	2018-05-21 16:01:33+00:00	26	56674475	749083	20035	0	PT28M51S	hd	FALSE	0.0135708	0.01321729	0.00035351	1731	2737
My go to Full Body Workout. No equipment. Anywhere	Senada Greca	2024-02-16 22:08:36+00:00	26	61911160	1476240	19737	0	PT33S	hd	FALSE	0.024163285	0.023844489	0.000318796	33	640
Full Body Warm-Up Routine for an Energizing Workout! #anatoly #workout #funny #fitness  #gym #prank	HealthPlus Tips	2023-07-22 18:04:22+00:00	26	70925521	915432	2449	0	PT28S	hd	FALSE	0.012941477	0.012906948	3.45E-05	28	849
20 Minute Walk at Home Exercise | Fitness Videos	Walk at Home	2018-03-28 13:54:58+00:00	1	54725592	264039	5780	0	PT21M21S	sd	FALSE	0.004930399	0.004824781	0.000105618	1281	2791
14 Days Weight Loss Challenge - Home Workout Routine	Roberta's Gym	2018-11-05 08:23:53+00:00	17	48667601	616714	30413	0	PT22M21S	hd	FALSE	0.013296875	0.012671962	0.000624913	1341	2570
15 MIN HAPPY DANCE WORKOUT - burn calories and smile / No Equipment I Pamela Reif	Pamela Reif	2020-05-20 05:30:00+00:00	17	47753941	480302	7776	0	PT14M26S	hd	FALSE	0.010220685	0.01005785	0.000162835	866	2008
The Fastest Weight Loss Exercise - Fat Burning by Aerobic Workout (Once a Day) | Eva Fitness	Eva Fitness	2020-05-19 13:00:12+00:00	26	47487031	485722	10346	0	PT30M24S	hd	FALSE	0.010446389	0.010228519	0.00021787	1824	2008
28 Minute Full Body Workout To Get In Shape - Do This Workout Every Evening | EMMA Fitness	EMMA Fitness	2021-07-28 15:00:12+00:00	26	45024085	437519	3778	0	PT25M48S	hd	FALSE	0.009801354	0.009717443	8.39E-05	1548	1573
Lose 20kg successfully! Anyone can do , let's succeed in dieting with Chinese exercise! #shorts	Wanyo mori	2024-10-02 06:31:21+00:00	22	59857636	1397949	5121	0	PT1M	hd	FALSE	0.023440117	0.023354564	8.56E-05	60	412
30 MIN WALKING CARDIO WORKOUT | Intense Full Body Fat Burn at Home ~ Emi	emi wong	2022-02-27 13:49:54+00:00	22	40390789	618691	10444	0	PT30M17S	hd	FALSE	0.015576199	0.015317626	0.000258574	1817	1359
No Gym Full Chest Workout At Home	Yash Anand	2020-03-20 13:33:17+00:00	26	40017448	1063439	19869	0	PT5M54S	hd	FALSE	0.027070891	0.026574383	0.000496508	354	2068
30 mins BEGINNERS Workout | Lose 3-5 kgs in 1 month | BOLLYWOOD Dance Fitness Workout # 25	DanceWithDeepti	2020-11-02 02:00:00+00:00	24	36212162	523837	22553	0	PT29M47S	hd	FALSE	0.015088577	0.014465775	0.000622802	1787	1842
Day 26 | RUKNA NHI HAI â¤ï¸ðŸŽ¯ | #fatlosejourney #weightloss #motivation #gym #fitness #viral #trending	Aman Thakur	2025-02-04 03:46:44+00:00	22	39682527	1159001	4335	0	PT1M1S	hd	FALSE	0.029316076	0.029206834	0.000109242	61	287
20 min Fat Burning Workout for TOTAL BEGINNERS (Achievable, No Equipment)	MadFit	2022-02-07 18:25:28+00:00	22	32087745	580787	14538	0	PT22M18S	hd	FALSE	0.018553033	0.018099963	0.00045307	1338	1379
Try this ðŸ§˜ðŸ»â€â™€ï¸âœ”ï¸ || camera man @vivek_99_fit  #pose #fitness #workout #explore #viralvideo	Neeru Saini	2024-12-23 12:30:01+00:00	22	53311984	1045557	1983	0	PT20S	hd	FALSE	0.01964924	0.019612044	3.72E-05	20	329
Top Exercises | Lose Belly Fat | Tighten Your Waist | Get Rid Of Belly Fat With Simple Exercises	NL Fitness	2023-06-18 12:00:07+00:00	26	30946305	563836	12137	0	PT8M25S	hd	FALSE	0.018612011	0.018219816	0.000392195	505	883
Right vs wrong exercise #fitnessmotivation	Prem Fitness Club	2023-06-09 05:17:30+00:00	17	31749442	358826	637	0	PT9S	hd	FALSE	0.011321868	0.011301805	2.01E-05	9	893
i have a vision â˜ï¸join my calisthenics beginner challenge - link in bio! #gym #fitness #workout	LilBigNanc	2024-07-11 16:12:32+00:00	22	30764445	2146545	4109	0	PT11S	hd	FALSE	0.069907126	0.069773563	0.000133563	11	494
7 DAY CHALLENGE / 12 MINUTE WORKOUT TO LOSE BELLY FAT / SPECIAL WORKOUT | Zumba Class	Zumba Class	2021-06-18 22:00:14+00:00	26	29384178	250695	2785	0	PT12M20S	hd	FALSE	0.008626411	0.008531632	9.48E-05	740	1613
20 Minute Full Body Cardio HIIT Workout [NO REPEAT]	Juice & Toya	2021-10-13 23:30:10+00:00	27	28514756	628297	9311	0	PT29M3S	hd	TRUE	0.022360632	0.0220341	0.000326533	1743	1496
Morning routine #ankitbaiyanpuria #fitness #workout #motivation #kusti	Ankit Baiyanpuria	2023-04-25 02:58:52+00:00	17	28022468	1816255	2354	0	PT35S	hd	FALSE	0.064898243	0.064814239	8.40E-05	35	938
